Metadata_broad_sample,Metadata_moa
BRD-K23984367-075-15-2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K24219278-001-01-6,dopamine receptor agonist
BRD-A24514565-001-09-7,vitamin K antagonist
BRD-K24576554-001-04-8,Aurora kinase inhibitor|JAK inhibitor
BRD-K41772907-001-01-2,src activator
BRD-A42759514-001-20-5,antiprotozoal agent
BRD-K42898655-001-01-8,mTOR inhibitor
BRD-A42699921-001-02-8,dihydroorotate dehydrogenase inhibitor
BRD-K42805893-001-04-9,EGFR inhibitor
BRD-K43586850-001-02-9,calcium channel blocker
BRD-K43723251-001-01-5,11-beta-HSD1 inhibitor
BRD-K43802723-340-01-9,Free Fatty Acid Receptor 1 (FFAR1; GPR40) Agonists
BRD-K44408410-001-17-6,hypoxia inducible factor inhibitor
BRD-K43797669-001-30-4,tyrosine kinase inhibitor
BRD-K44366189-001-01-9,cholesteryl ester transfer protein inhibitor
BRD-K44442813-001-12-9,interferon receptor agonist|interleukin receptor agonist
BRD-A44448661-001-04-8,barbiturate antiepileptic|GABA receptor modulator
BRD-K37111771-300-02-6,chelating agent
BRD-A38076815-003-10-3,DeltaF508-CFTR Correctors
BRD-K38852836-001-02-1,HSP inhibitor
BRD-K41438959-001-01-7,glutamate receptor antagonist
BRD-A37288617-003-02-2,adrenergic receptor agonist
BRD-K40718343-001-02-6,EGFR inhibitor|VEGFR inhibitor
BRD-K42191735-001-05-3,PI3K inhibitor
BRD-K43806473-066-02-1,protease inhibitor
BRD-K51350053-048-16-5,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
BRD-K52020312-001-26-8,DNA inhibitor
BRD-K51333959-003-01-3,sigma receptor antagonist
BRD-A51382177-236-03-0,angiotensin converting enzyme inhibitor
BRD-K51485625-001-08-4,HIV protease inhibitor
BRD-K52080565-001-09-2,imidazoline receptor agonist
BRD-K52172416-001-11-4,aromatase inhibitor
BRD-K52911425-001-09-8,PI3K inhibitor
BRD-K52959329-238-01-9,insulin secretagogue
BRD-K52989797-003-26-4,serotonin transporter (SERT) inhibitor
BRD-K52183142-001-01-3,glutamate receptor modulator
BRD-A52922642-001-03-7,L-type calcium channel blocker
BRD-K53581288-001-02-9,JAK inhibitor
BRD-K53665955-001-03-0,Aurora kinase inhibitor
BRD-K54472332-001-03-4,HIV integrase inhibitor
BRD-K54640016-001-04-7,FXR agonist
BRD-K53737926-003-27-8,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor
BRD-K53765467-001-02-1,sodium/glucose cotransporter inhibitor
BRD-K54520417-001-01-2,LXR agonist
BRD-K54759182-003-08-0,norepinephrine reuptake inhibitor|serotonin reuptake inhibitor|tricyclic antidepressant
BRD-K55250441-001-13-0,dihydropteroate synthase inhibitor
BRD-K89732114-300-08-9,dopamine receptor antagonist
BRD-K73395020-001-02-3,NA
BRD-K01192156-001-02-7,NA
BRD-A55272860-001-15-3,dopamine receptor antagonist
BRD-K48168960-001-19-2,thyroid peroxidase inhibitor
BRD-K70792160-003-04-6,AKT inhibitor
BRD-A84045418-001-03-1,NA
BRD-K60623809-001-02-0,NA
BRD-A56359832-001-11-1,leukotriene inhibitor|lipoxygenase inhibitor
BRD-K51040301-001-02-1,cytochrome P450 inhibitor
BRD-K67868012-001-07-6,mTOR inhibitor|PI3K inhibitor
BRD-K40175214-001-11-6,mTOR inhibitor
BRD-K51033547-003-02-6,norepinephrine reputake inhibitor|opioid receptor agonist|serotonin reuptake inhibitor
BRD-A51964809-003-12-6,antimalarial agent
BRD-A55579717-001-04-0,acetylcholine receptor agonist
BRD-K55781385-001-01-7,calcitonin antagonist
BRD-A55913614-316-09-6,antimalarial agent|DNA inhibitor
BRD-K55748775-001-02-2,ATPase inhibitor
BRD-K55847762-304-01-7,immunosuppressant
BRD-K55930204-236-24-3,hydantoin antiepileptic
BRD-K56104152-008-04-1,bacterial cell wall synthesis inhibitor
BRD-K56291712-001-01-0,mTOR inhibitor|PI3K inhibitor
BRD-K56334280-001-05-1,topoisomerase inhibitor
BRD-K56195681-001-01-0,p38 MAPK inhibitor
BRD-K56301217-001-07-4,BCL inhibitor
BRD-K56343971-001-10-6,RAF inhibitor
BRD-K56405753-001-02-4,FGFR inhibitor|VEGFR inhibitor
BRD-K56800335-015-04-9,adrenergic receptor agonist
BRD-K56844688-003-01-2,topoisomerase inhibitor
BRD-K56957086-001-06-3,HDAC inhibitor
BRD-K57080016-001-15-9,MEK inhibitor
BRD-K56810756-001-03-0,alcohol dehydrogenase inhibitor
BRD-K57041787-001-02-6,thrombin inhibitor
BRD-K57169635-001-04-5,EGFR inhibitor
BRD-K57432881-003-21-8,dopamine receptor antagonist
BRD-K57569181-001-27-5,phosphodiesterase inhibitor
BRD-A58048407-001-18-8,calcium channel blocker
BRD-K57545991-050-23-1,angiotensin converting enzyme inhibitor
BRD-K57631554-003-06-2,oxidizing agent
BRD-K58010567-003-02-2,serotonin reuptake inhibitor
BRD-K58114536-001-01-6,monoamine oxidase inhibitor
BRD-K77987382-001-13-2,tubulin inhibitor
BRD-K58626373-003-07-8,serotonin receptor agonist
BRD-K58951486-004-01-5,acetylcholine receptor antagonist
BRD-K59013864-001-01-1,lipoxygenase inhibitor
BRD-A58564983-001-04-6,nematocide
BRD-K58736316-001-09-5,fatty acid synthase inhibitor
BRD-K59037100-001-14-7,lipase inhibitor
BRD-K59273480-001-10-6,adenosine reuptake inhibitor|phosphodiesterase inhibitor
BRD-K59332007-300-02-7,potassium channel blocker
BRD-K59433843-001-01-7,thromboxane receptor antagonist
BRD-K59317601-001-05-5,mTOR inhibitor
BRD-K59331299-001-01-2,glucosidase inhibitor
BRD-K59369769-001-20-3,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
BRD-K59436580-001-01-7,bacterial 50S ribosomal subunit inhibitor
BRD-K59632282-052-03-1,sodium channel blocker
BRD-K59875992-001-01-8,cyclooxygenase inhibitor|lipoxygenase inhibitor
BRD-A51078674-003-01-0,dopamine reuptake inhibitor
BRD-K60237333-001-27-1,NAD precursor with lipid lowering effects|vitamin B
BRD-K59715032-362-01-4,somatostatin receptor agonist
BRD-K59929863-001-01-9,DNA synthesis inhibitor
BRD-K60160658-003-11-2,GABA uptake inhibitor
BRD-K60240222-001-01-4,carbamoyl phosphate synthase activator
BRD-K61195623-001-01-4,tubulin inhibitor
BRD-K61250553-003-32-2,opioid receptor agonist
BRD-K61452026-001-04-6,nucleoside reverse transcriptase inhibitor
BRD-A61154809-001-15-9,ATP channel blocker|insulin secretagogue
BRD-A61221616-001-04-3,progesterone receptor agonist
BRD-K61397605-001-03-4,HDAC inhibitor
BRD-K61567297-001-01-9,toll-like receptor antagonist
BRD-K81672972-001-03-1,prostacyclin analog
BRD-K51143828-003-03-1,dopamine receptor antagonist|serotonin receptor antagonist
BRD-K51313569-003-03-3,CDK inhibitor
BRD-K51087630-001-01-6,troponin activator
BRD-K51263939-001-08-6,GlyT-1 inhibitor
BRD-K51324732-001-01-0,potassium channel blocker
BRD-K51544265-001-04-2,RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K51677086-001-12-0,cytochrome P450 inhibitor|protein synthesis inhibitor
BRD-K51747290-001-13-1,ribonucleoside reductase inhibitor
BRD-K51662849-001-05-4,matrix metalloprotease inhibitor
BRD-A51714012-003-13-6,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin reuptake inhibitor
BRD-A51820102-008-28-9,lanosterol demethylase inhibitor|sterol demethylase inhibitor
BRD-K51967704-001-03-6,HSP inhibitor
BRD-K52233191-001-02-4,CDK inhibitor
BRD-K52313696-001-12-3,HDAC inhibitor
BRD-A52660433-066-02-1,monoamine oxidase inhibitor
BRD-K52751261-001-06-1,p38 MAPK inhibitor
BRD-A52252998-001-01-3,protein synthesis inhibitor
BRD-K52662033-003-21-2,histamine receptor agonist
BRD-K52818472-001-02-2,CFTR channel potentiator
BRD-K53061490-003-13-9,thromboxane synthase inhibitor
BRD-K53318339-001-24-9,phosphodiesterase inhibitor|sodium channel blocker
BRD-A53566267-001-01-9,angiogenesis inhibitor
BRD-A53176877-001-04-3,glucocorticoid receptor agonist
BRD-K53414658-001-08-2,VEGFR inhibitor
BRD-K53517854-051-01-4,selective serotonin reuptake inhibitor (SSRI)
BRD-A53576514-048-14-3,acetylcholine receptor antagonist
BRD-K53814070-310-01-3,rho associated kinase inhibitor
BRD-K53963539-004-02-0,serotonin receptor agonist|serotonin receptor antagonist
BRD-K54006094-051-01-7,adrenergic receptor agonist
BRD-K54256913-001-08-7,WEE1 kinase inhibitor
BRD-K53857191-001-22-7,dopamine receptor antagonist|serotonin receptor antagonist
BRD-K53979406-003-02-8,glycine transporter inhibitor
BRD-K54416256-001-19-9,antithyroid agent
BRD-K54770957-001-04-3,cyclooxygenase inhibitor
BRD-K55013654-003-02-3,serotonin receptor agonist
BRD-K55127134-300-11-2,dopamine receptor antagonist
BRD-K54847683-001-03-2,estrogen receptor agonist
BRD-K54936858-001-01-6,elastase inhibitor
BRD-K55026842-001-01-4,DNA methyltransferase inhibitor
BRD-K55191674-237-18-3,penicillin binding protein inhibitor
BRD-K85140930-001-12-7,RNA synthesis inhibitor
BRD-A77216878-001-01-4,NA
BRD-K36324071-363-01-3,NA
BRD-A58280226-312-01-3,NA
BRD-A69951442-001-01-3,NA
BRD-A43331270-001-01-6,NA
BRD-K07572174-001-17-0,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor
BRD-K41895714-001-01-4,NA
BRD-K53417444-003-03-1,maternal embryonic leucine zipper kinase inhibitor
BRD-A54880345-001-20-9,GABA receptor modulator
BRD-K23875128-001-04-2,NA
BRD-K52618540-001-09-9,insulin sensitizer
BRD-K54028654-001-02-6,pharmacological chaperone
BRD-K86301799-001-34-8,phosphodiesterase inhibitor
BRD-K64990520-001-08-4,NADPH oxidase inhibitor
BRD-K50163129-001-01-4,histamine receptor antagonist
BRD-A50764878-003-02-8,serotonin receptor antagonist
BRD-K50938287-036-13-8,serotonin receptor agonist
BRD-K50168500-001-07-9,EGFR inhibitor
BRD-K50859149-001-19-5,bacterial antifolate
BRD-A50998626-001-02-1,AKT inhibitor|mTOR inhibitor
BRD-K44771174-066-01-0,growth hormone secretagogue receptor agonist
BRD-K45542189-048-22-1,lipoxygenase inhibitor
BRD-A47598013-004-16-0,serotonin reuptake inhibitor
BRD-K44827188-001-06-0,hedgehog pathway inhibitor|smoothened receptor antagonist
BRD-K46386702-001-02-1,EGFR inhibitor
BRD-A48430263-003-17-2,insulin sensitizer|PPAR receptor agonist
BRD-K49111258-003-29-7,adrenergic receptor antagonist
BRD-A50311610-300-10-4,constitutive androstane receptor (CAR) agonist
BRD-K62387885-001-01-9,glutamate receptor antagonist
BRD-K62398570-300-01-2,serotonin receptor antagonist
BRD-A62879835-001-04-2,RNA synthesis inhibitor
BRD-K62363391-001-24-9,bacterial antifolate
BRD-K62858456-001-01-8,calcium channel blocker
BRD-K62965247-001-04-9,farnesyltransferase inhibitor
BRD-K62391742-001-03-0,BCL inhibitor
BRD-K63550407-001-12-7,NFkB pathway inhibitor
BRD-K63675182-003-23-6,dopamine receptor antagonist
BRD-K62996583-001-10-3,calcium channel blocker
BRD-K63630713-001-25-8,sodium/potassium/chloride transporter inhibitor
BRD-A63675168-001-01-6,DNA directed DNA polymerase inhibitor
BRD-A64553394-001-04-4,sodium channel activator
BRD-A64485570-001-11-0,DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor
BRD-K64538373-001-01-4,MEK inhibitor
BRD-A64977602-001-15-9,adrenergic receptor antagonist|serotonin receptor antagonist
BRD-A65013509-003-24-4,acetylcholine receptor antagonist
BRD-K64504314-001-01-8,progesterone receptor agonist
BRD-K64931368-003-01-4,plasminogen activator inhibitor
BRD-A66155091-001-01-8,3beta-hydroxy-delta5-steroid dehydrogenase inhibitor
BRD-K65991129-001-02-9,TRPV antagonist
BRD-K66937583-001-01-2,histamine receptor antagonist
BRD-K67043667-001-26-4,DNA synthesis inhibitor
BRD-K65992024-001-01-5,AGE inhibitor
BRD-K66035042-001-10-1,diuretic
BRD-K67017579-001-28-1,phosphodiesterase inhibitor
BRD-K67068943-001-01-0,angiotensin converting enzyme inhibitor
BRD-K67525671-001-02-5,kainate receptor antagonist
BRD-K67680372-003-02-6,GAT inhibitor
BRD-A61793559-001-15-6,carbonic anhydrase inhibitor
BRD-K62737565-003-02-6,calcium channel blocker
BRD-A67616246-001-07-9,histamine receptor antagonist
BRD-K67783091-001-26-1,dopamine receptor antagonist
BRD-K61988078-001-01-2,chloride channel antagonist
BRD-A63236097-001-01-3,tumor necrosis factor production inhibitor
BRD-K64874225-001-04-7,ACAT inhibitor|sterol regulatory element binding protein (SREBP) inhibitor
BRD-K67080878-001-15-4,phosphodiesterase inhibitor
BRD-A61767428-001-01-9,ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor
BRD-K63861289-001-19-6,guanylyl cyclase activator
BRD-A65280694-003-13-7,dopamine receptor antagonist
BRD-K61693562-300-01-7,diuretic
BRD-K61691541-001-01-1,gamma secretase inhibitor
BRD-A62035778-004-03-6,acetylcholine receptor antagonist
BRD-K62196610-001-01-6,inosine monophosphate dehydrogenase inhibitor
BRD-K62277907-001-01-6,neurotrophic agent
BRD-A62071884-001-04-6,phosphodiesterase inhibitor
BRD-K62200014-003-10-5,phosphodiesterase inhibitor
BRD-K62310379-001-10-5,glucocorticoid receptor agonist
BRD-A62525898-001-05-2,glucocorticoid receptor agonist
BRD-K62627508-001-01-5,MDM inhibitor
BRD-K62685538-001-01-7,gonadotropin releasing factor hormone receptor agonist
BRD-K62562723-003-02-7,leukotriene receptor antagonist
BRD-K62676709-065-05-5,adrenergic inhibitor
BRD-K62734952-001-01-0,farnesyltransferase inhibitor
BRD-K62762455-001-01-3,androgen receptor antagonist
BRD-K63126190-003-01-6,adrenergic receptor agonist|neurotransmitter
BRD-K63178091-001-01-1,serotonin receptor antagonist|serotonin release inhibitor
BRD-A63310107-001-04-8,glucosidase inhibitor
BRD-K63430059-001-17-2,DNA synthesis inhibitor
BRD-K63150726-001-02-1,cannabinoid receptor inverse agonist
BRD-K63343048-001-12-2,lipase inhibitor
BRD-K63504947-001-15-4,VEGFR inhibitor
BRD-K63736853-001-04-8,cholesterol inhibitor
BRD-A63752151-001-01-2,aldose reductase inhibitor
BRD-K64338723-001-01-6,monoamine oxidase inhibitor
BRD-K34328244-001-01-4,estrogen receptor agonist
BRD-K63828191-003-32-1,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
BRD-K64052750-001-17-5,EGFR inhibitor
BRD-A64406146-001-01-2,cholesterol inhibitor|lipase clearing factor inhibitor
BRD-K64622987-001-01-4,cholesteryl ester transfer protein inhibitor
BRD-K64785675-001-04-0,PI3K inhibitor
BRD-K64838454-001-01-0,glutamate receptor negative allosteric modulator
BRD-K64890080-001-13-8,PLK inhibitor
BRD-K64755930-003-03-2,phosphodiesterase inhibitor
BRD-K64800655-001-07-4,CDK inhibitor
BRD-K64925568-001-01-8,MDM inhibitor
BRD-K65170927-001-01-6,tachykinin antagonist
BRD-K65678996-001-05-5,acetylcholine receptor agonist|GABA receptor agonist
BRD-K65820248-001-01-8,tachykinin antagonist
BRD-A65248799-001-01-7,phosphodiesterase inhibitor
BRD-K65428967-001-08-4,DNA inhibitor
BRD-K65781196-001-03-0,phosphodiesterase inhibitor
BRD-K65928735-001-04-3,JAK inhibitor
BRD-K66175015-001-09-0,EGFR inhibitor
BRD-K66412701-066-01-6,topoisomerase inhibitor
BRD-K66538826-001-07-2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
BRD-K66876909-001-12-6,bacterial 50S ribosomal subunit inhibitor
BRD-K66404838-310-01-1,opioid receptor agonist|opioid receptor antagonist
BRD-A66419424-001-02-4,proteasome inhibitor
BRD-K66615216-003-14-8,bacterial DNA gyrase inhibitor
BRD-K66911501-003-01-2,calcitonin antagonist
BRD-A36057565-001-01-0,protein synthesis inhibitor
BRD-K67174965-001-02-7,mucolytic agent
BRD-A67479912-001-03-4,progesterone receptor agonist
BRD-A67097164-001-18-7,DNA alkylating agent
BRD-K67121414-001-03-3,coagulation factor inhibitor
BRD-K67277431-002-10-5,thromboxane receptor antagonist|thromboxane synthase inhibitor
BRD-A67516570-001-02-8,histamine receptor antagonist
BRD-K44844162-001-01-6,PI3K inhibitor
BRD-K44876623-001-03-7,benzodiazepine receptor agonist
BRD-K44974079-001-01-3,purinergic receptor antagonist
BRD-A44863528-001-13-2,CCK receptor antagonist
BRD-K44942188-001-09-1,voltage-gated sodium channel modulator
BRD-K45033733-001-12-2,DNA polymerase inhibitor
BRD-K45158365-001-11-4,angiotensin receptor antagonist
BRD-K45245728-335-01-4,cholesterol inhibitor
BRD-K45330754-001-21-7,estrogen receptor agonist
BRD-K45168550-001-01-9,G protein-coupled receptor agonist
BRD-K45252063-001-13-6,PPAR receptor agonist
BRD-K45503887-001-01-1,angiotensin receptor agonist
BRD-K45746021-003-01-9,JNK inhibitor
BRD-K46133855-304-03-8,free radical scavenger
BRD-K46290096-001-01-1,adenosine receptor antagonist
BRD-K46424862-001-14-1,monoamine oxidase inhibitor
BRD-K46654563-238-01-0,angiotensin converting enzyme inhibitor
BRD-A46179541-311-02-0,potassium channel blocker
BRD-K46604138-001-01-3,sodium/glucose cotransporter inhibitor
BRD-K46692793-004-01-8,acetylcholine receptor antagonist
BRD-K47095176-001-01-6,tachykinin antagonist
BRD-K04887706-375-01-4,NA
BRD-K47642186-001-01-3,phosphodiesterase inhibitor
BRD-A47364545-003-02-6,sigma receptor agonist
BRD-K47554101-001-01-2,bacterial 30S ribosomal subunit inhibitor
BRD-K47639036-003-06-6,acetylcholine receptor antagonist
BRD-K47780086-001-07-9,DNA directed DNA polymerase inhibitor
BRD-K48195801-001-01-6,histamine receptor antagonist
BRD-A48237631-001-04-8,DNA alkylating agent|DNA synthesis inhibitor
BRD-K48367671-001-05-9,xanthine oxidase inhibitor
BRD-K48461310-234-01-3,bacterial cell wall synthesis inhibitor
BRD-K48213016-001-01-8,JNK inhibitor
BRD-K48300629-001-14-5,sodium channel blocker|T-type calcium channel blocker
BRD-A48570745-001-02-9,GABA receptor agonist
BRD-K48894757-001-01-8,prostanoid receptor antagonist
BRD-K49215523-001-04-2,PI3K inhibitor
BRD-K49350383-001-13-7,purine antagonist
BRD-K49075727-001-08-5,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-A49160188-003-12-7,acetylcholinesterase inhibitor
BRD-K49328571-001-15-0,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|src inhibitor|tyrosine kinase inhibitor
BRD-A49399758-015-01-8,vasopressin receptor agonist
BRD-A49622760-001-01-9,lactamase inhibitor
BRD-K49685476-001-15-9,retinoid receptor agonist
BRD-K49807096-003-15-5,angiotensin converting enzyme inhibitor
BRD-K49865102-001-08-4,MEK inhibitor
BRD-K49671696-045-08-5,serotonin receptor antagonist
BRD-A49765801-001-04-1,glucocorticoid receptor agonist
BRD-K49840922-001-05-1,platelet aggregation inhibitor
BRD-K50031829-001-01-6,phosphodiesterase inhibitor
BRD-K50422030-001-05-3,GABA receptor antagonist|GABA receptor modulator
BRD-K50564936-001-01-6,gamma secretase modulator
BRD-A50675702-001-07-1,chloride channel blocker|GABA gated chloride channel blocker
BRD-K50398167-236-22-7,cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-K50498985-001-03-3,smoothened receptor antagonist
BRD-K50590187-001-19-9,TRPV agonist
BRD-K53508936-001-01-0,metalloproteinase inhibitor
BRD-K11973162-003-01-8,thymidine phosphorylase inhibitor
BRD-A12077521-003-01-5,bacterial cell wall synthesis inhibitor
BRD-A12230535-001-06-7,MDM inhibitor
BRD-A11990600-001-03-4,benzodiazepine receptor agonist
BRD-K12219985-001-26-1,sulfonylurea
BRD-A12237696-001-04-2,nitric oxide stimulant
BRD-K12423485-001-01-7,tubulin inhibitor
BRD-K12609457-001-03-1,membrane permeability inhibitor
BRD-K12737986-001-01-4,PARP inhibitor
BRD-K12539416-001-01-4,acetylcholine receptor antagonist
BRD-K12735121-001-01-4,src inhibitor|VEGFR inhibitor
BRD-K12787259-001-04-3,RNA polymerase inhibitor
BRD-K12867552-001-04-7,HDAC inhibitor
BRD-K12885236-001-02-7,non-nucleoside reverse transcriptase inhibitor
BRD-K12932420-001-02-3,phosphodiesterase inhibitor
BRD-A12994259-001-02-1,angiogenesis inhibitor|tumor necrosis factor production inhibitor
BRD-K13050541-001-01-9,gamma glutamyltransferase Inhibitors
BRD-A12896037-001-04-3,serotonin receptor agonist
BRD-K12994359-001-18-4,cyclooxygenase inhibitor
BRD-A13084692-001-17-3,insulin sensitizer|PPAR receptor agonist
BRD-A13133631-001-04-0,glucocorticoid receptor agonist
BRD-K13183738-317-10-2,anti-pneumocystis agent
BRD-K13356952-001-25-1,carbonic anhydrase inhibitor
BRD-K13154216-001-01-3,mTOR inhibitor
BRD-A13188892-066-21-5,adrenergic receptor antagonist
BRD-K13296708-001-05-8,cannabinoid receptor antagonist
BRD-K13390322-001-06-3,CDK inhibitor
BRD-K13646352-001-03-8,FLT3 inhibitor|KIT inhibitor|PKC inhibitor
BRD-K13756951-001-01-4,glycine transporter inhibitor|GlyT-1 inhibitor
BRD-K13926615-003-03-3,phosphodiesterase inhibitor
BRD-K14175878-001-01-6,CC chemokine receptor antagonist
BRD-K13662825-001-07-5,CDK inhibitor
BRD-K13819402-003-10-2,acetylcholinesterase inhibitor|monoamine oxidase inhibitor
BRD-A14262390-065-01-8,adrenergic inhibitor
BRD-K14529030-001-01-9,STAT inhibitor
BRD-K14704277-001-22-6,topoisomerase inhibitor
BRD-A14798026-001-02-6,estrogen receptor agonist
BRD-K14619660-001-01-5,progestogen hormone
BRD-K14653796-001-01-1,angiogenesis inhibitor|S100A9 inhibitor
BRD-K14796088-003-26-8,LDL receptor activator
BRD-K14870255-001-02-3,AXL kinase inhibitor
BRD-A14886633-001-01-6,progesterone receptor agonist
BRD-A14966924-003-07-7,serotonin receptor antagonist
BRD-K15010214-364-02-7,histamine receptor antagonist
BRD-K15170068-001-03-2,alpha mannosidase inhibitor
BRD-A14941520-051-01-0,MRP inhibitor|P glycoprotein inhibitor
BRD-K14993104-001-05-9,chemoreceptor agonist
BRD-K15108141-001-06-6,ribonucleotide reductase inhibitor
BRD-K01638814-051-10-1,adrenergic receptor agonist|imidazoline receptor agonist
BRD-A15202882-003-02-7,serotonin reuptake inhibitor
BRD-K15318383-201-01-5,thrombin inhibitor
BRD-K15426076-001-01-2,cyclooxygenase inhibitor|NFkB pathway inhibitor
BRD-K15179879-001-03-2,proteasome inhibitor
BRD-A15297126-001-04-3,glucocorticoid receptor agonist
BRD-K15409150-001-05-8,T-type calcium channel blocker
BRD-A15435692-003-02-3,sigma receptor antagonist
BRD-A03506276-001-01-5,HSP inhibitor
BRD-A03623303-045-09-5,adrenergic receptor antagonist
BRD-K04112579-001-07-0,cyclooxygenase inhibitor
BRD-K03601870-001-01-2,microtubule stabilizing agent
BRD-K04111260-001-10-0,dopamine receptor antagonist
BRD-K04264130-001-01-4,RNA polymerase inhibitor
BRD-A04352665-001-05-3,CC chemokine receptor antagonist
BRD-K04691817-001-01-8,isocitrate dehydrogenase inhibitor
BRD-K04804440-001-09-5,bacterial DNA gyrase inhibitor
BRD-A04553218-050-16-2,histamine receptor antagonist
BRD-K04704168-003-14-3,HCV inhibitor
BRD-K04956647-003-02-5,adrenergic receptor antagonist
BRD-K04993719-001-01-7,antitumor agent|ribonucleoside reductase inhibitor
BRD-K05104363-001-10-0,MEK inhibitor
BRD-K05236810-001-19-0,glucosidase inhibitor
BRD-A05334458-001-02-8,interleukin receptor antagonist|STAT inhibitor
BRD-K05446112-001-01-8,HCV inhibitor
BRD-A05186015-003-19-8,dopamine uptake inhibitor
BRD-K05395900-322-05-4,acetylcholine receptor agonist
BRD-A05523972-001-01-5,mucolytic agent
BRD-K05524748-003-04-4,adrenergic receptor antagonist
BRD-K05674516-001-02-5,HCV inhibitor
BRD-K05977355-001-19-0,sterol demethylase inhibitor
BRD-K05673000-236-12-1,bacterial cell wall synthesis inhibitor
BRD-K05804044-001-06-0,RAF inhibitor
BRD-A05821830-341-01-5,tubulin inhibitor
BRD-K06240250-001-01-6,non-nucleoside reverse transcriptase inhibitor
BRD-K06294530-001-01-5,Procollagen C-Endopeptidase Inhibitors
BRD-K06388322-312-02-6,dopamine receptor agonist
BRD-K06674495-334-03-2,serine protease inhibitor
BRD-K06762493-001-08-1,phosphodiesterase inhibitor
BRD-K06335600-003-20-7,adrenergic receptor agonist
BRD-K06557128-001-07-0,cytochrome P450 inhibitor
BRD-K06858286-001-01-3,microtubule inhibitor
BRD-K06878038-001-18-6,chelating agent
BRD-A06916187-001-02-9,pyruvate dehydrogenase inhibitor
BRD-K07106112-003-03-8,EGFR inhibitor|receptor tyrosine protein kinase inhibitor
BRD-K06900071-001-01-2,bacterial cell wall synthesis inhibitor
BRD-K06902185-003-01-7,KATP activator|Kir6 channel (KATP) activator|vasodilator
BRD-A06935312-001-04-3,bacterial 30S ribosomal subunit inhibitor
BRD-K07160047-001-01-3,DNA synthesis inhibitor
BRD-K07208025-001-29-7,dihydrofolate reductase inhibitor
BRD-K07237224-001-19-6,monoamine oxidase inhibitor
BRD-A07395371-003-10-0,adrenergic receptor antagonist
BRD-A07563059-035-01-3,adrenergic receptor antagonist
BRD-K07220430-001-18-4,calcium channel blocker
BRD-K07310275-001-02-5,mTOR inhibitor|PI3K inhibitor
BRD-A07440155-003-25-4,adrenergic receptor antagonist
BRD-K04185004-003-11-9,local anesthetic
BRD-K07691486-001-15-5,CDK inhibitor
BRD-K07753030-003-17-6,polarization inhibitor
BRD-A07815743-001-01-1,GABA receptor antagonist|serotonin receptor antagonist
BRD-K07609981-001-01-7,CCK receptor antagonist
BRD-A07704283-001-01-3,dopamine receptor antagonist
BRD-K07798980-001-01-9,RNA polymerase inhibitor
BRD-A33280134-001-04-7,topoisomerase inhibitor
BRD-K00077635-304-01-2,DNA synthesis inhibitor|microtubule inhibitor
BRD-K00152668-001-01-5,retinoid receptor agonist
BRD-K00259736-001-16-4,microtubule inhibitor
BRD-A00147595-001-01-5,insulin sensitizer|PPAR receptor partial agonist
BRD-A00218260-001-03-4,sterol demethylase inhibitor
BRD-A00376169-001-01-6,neprilysin inhibitor
BRD-K00494077-066-01-9,bacterial DNA gyrase inhibitor
BRD-A00546892-001-02-6,acetylcholine receptor antagonist
BRD-K00610438-003-02-5,serotonin receptor antagonist
BRD-K00521308-019-01-9,integrin antagonist
BRD-K00603606-003-24-0,purinergic receptor antagonist
BRD-K00662280-001-09-4,GABA receptor agonist
BRD-K00673382-001-18-9,histamine receptor antagonist
BRD-K00674894-001-01-4,androgen biosynthesis inhibitor|androgen receptor antagonist|cytochrome P450 inhibitor
BRD-A00938334-001-01-3,mineralocorticoid receptor antagonist
BRD-K01029106-001-01-4,chelating agent
BRD-K01174345-001-01-9,growth hormone secretagogue receptor agonist
BRD-K00911143-001-01-9,dopamine receptor partial agonist
BRD-K01039503-001-01-2,mucus protecting agent
BRD-K01292756-001-25-0,dopamine receptor antagonist
BRD-K01577834-001-15-1,adenosine receptor agonist
BRD-A01636364-003-15-1,sodium channel blocker
BRD-A01787639-003-16-9,adrenergic receptor antagonist
